,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
217,Mario Ancic,8.454545454545455,63.45454545454545,1.8181818181818181,45.36363636363637,8.454545454545455,12.0,14,2006
218,David Ferrer,2.9411764705882355,48.411764705882355,2.8823529411764706,33.64705882352941,6.235294117647059,12.0,18,2006
219,Jarkko Nieminen,2.9166666666666665,41.833333333333336,1.0,29.166666666666668,6.166666666666667,13.0,16,2006
220,Thomas Johansson,3.0,42.0,3.0,35.0,5.0,14.0,1,2006
221,Lleyton Hewitt,7.0,71.0,2.0,47.0,9.0,14.0,3,2006
222,Tomas Berdych,5.333333333333333,34.833333333333336,3.0,27.083333333333332,5.083333333333333,15.0,14,2006
223,Andy Murray,1.0,39.5,0.5,22.5,8.5,16.0,4,2006
224,Robby Ginepri,7.0,54.0,3.0,39.0,8.0,17.0,2,2006
225,Sebastien Grosjean,4.0,40.75,1.25,28.0,7.75,18.0,4,2006
226,Juan Carlos Ferrero,2.5,54.642857142857146,0.8571428571428571,37.214285714285715,6.571428571428571,18.0,14,2006
227,Dmitry Tursunov,7.25,53.75,3.5,41.0,9.25,22.0,5,2006
228,Dominik Hrbaty,5.2,64.2,4.8,48.8,10.6,23.0,5,2006
229,Mikhail Youzhny,3.6,46.6,2.4,34.2,6.8,24.0,6,2006
230,Fernando Verdasco,2.5555555555555554,53.72222222222222,2.5,36.888888888888886,6.222222222222222,24.0,18,2006
231,Agustin Calleri,7.368421052631579,35.578947368421055,2.526315789473684,28.0,3.8421052631578947,25.0,20,2006
232,Tommy Haas,6.8,51.6,3.0,39.2,5.4,25.0,5,2006
233,Jose Acasuso,5.095238095238095,33.857142857142854,1.380952380952381,26.0,3.8095238095238093,26.0,25,2006
234,Gael Monfils,5.444444444444445,60.333333333333336,4.666666666666667,42.111111111111114,8.666666666666666,28.0,9,2006
235,Novak Djokovic,4.928571428571429,45.285714285714285,2.4285714285714284,32.714285714285715,4.928571428571429,28.0,14,2006
236,Olivier Rochus,0.75,46.5,1.625,33.375,4.0,29.0,8,2006
237,Carlos Moya,6.333333333333333,48.94444444444444,1.8333333333333333,38.111111111111114,4.222222222222222,30.0,18,2006
238,Juan Ignacio Chela,3.0,40.46666666666667,1.8666666666666667,30.666666666666668,5.266666666666667,30.0,17,2006
239,Filippo Volandri,0.6666666666666666,49.407407407407405,1.5185185185185186,32.22222222222222,5.666666666666667,31.0,30,2006
240,Paul Henri Mathieu,1.6666666666666667,38.166666666666664,1.8333333333333333,26.666666666666668,3.0833333333333335,32.0,12,2006
241,Nicolas Massu,4.44,45.76,2.16,33.08,5.56,32.0,28,2006
242,Robin Soderling,3.5714285714285716,35.0,3.142857142857143,27.0,5.142857142857143,35.0,9,2006
243,Florent Serra,2.375,43.5,2.0,29.5,7.25,37.0,8,2006
244,Feliciano Lopez,12.833333333333334,52.0,3.0,40.833333333333336,5.666666666666667,38.0,6,2006
245,Richard Gasquet,8.142857142857142,45.57142857142857,2.4285714285714284,35.857142857142854,3.142857142857143,40.0,7,2006
246,Kristof Vliegen,5.714285714285714,44.42857142857143,1.2857142857142858,32.57142857142857,5.714285714285714,41.0,7,2006
247,Nicolas Almagro,4.761904761904762,41.57142857142857,1.6666666666666667,30.523809523809526,4.9523809523809526,41.0,21,2006
248,Xavier Malisse,3.0,39.0,0.0,28.0,11.0,41.0,1,2006
249,Christophe Rochus,2.3333333333333335,50.5,2.8333333333333335,35.833333333333336,5.666666666666667,42.0,6,2006
250,Greg Rusedski,4.5,63.0,3.5,45.0,10.5,45.0,2,2006
251,Gilles Simon,4.333333333333333,40.6,1.4666666666666666,28.933333333333334,6.266666666666667,46.0,15,2006
252,Luis Horna,7.076923076923077,45.76923076923077,1.1538461538461537,33.53846153846154,4.384615384615385,47.0,15,2006
253,Max Mirnyi,5.666666666666667,34.0,2.3333333333333335,28.833333333333332,1.8333333333333333,49.0,6,2006
254,Alberto Martin,3.8,46.333333333333336,2.3333333333333335,32.733333333333334,6.133333333333334,49.0,15,2006
255,Marat Safin,3.2,40.4,1.8,29.8,5.2,49.0,6,2006
256,Jurgen Melzer,4.157894736842105,42.21052631578947,1.9473684210526316,29.05263157894737,5.157894736842105,50.0,21,2006
257,Daniele Bracciali,10.571428571428571,41.714285714285715,2.5714285714285716,33.57142857142857,6.142857142857143,50.0,7,2006
258,Ivo Karlovic,19.857142857142858,63.42857142857143,2.0,52.857142857142854,3.4285714285714284,51.0,7,2006
259,Stan Wawrinka,4.2727272727272725,50.0,2.8181818181818183,34.18181818181818,7.454545454545454,51.0,13,2006
260,Davide Sanguinetti,4.0,59.25,1.75,43.25,8.25,52.0,4,2006
261,Florian Mayer,4.181818181818182,33.72727272727273,1.0909090909090908,26.272727272727273,3.4545454545454546,53.0,13,2006
262,Fabrice Santoro,1.0,46.5,2.0,31.0,9.0,53.0,2,2006
263,Andreas Seppi,3.4,43.8,4.2,31.2,6.6,54.0,7,2006
264,Boris Pashanski,4.25,54.5,2.75,38.0,8.625,55.0,8,2006
